Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title,Verified,Label
"After several attempts to own a functional Zen Micro, I give up.  It should not be this hard; iPod, here I come.  My first Zen Micro broke within three months of opening the box.  I returned it (a small but manageable hassle).  I received an entirely new one about two weeks later, no charge.  Two months later, had power management issues with the new one; Creative recommeded an upgrade to the firmware.  OK, fine.  Three months later, the thing completely crashes -- no music, no connectivity to my PC, nothing but a permanent splash screen.  I tried the restore mode, but none of the restore functions were working.  The thing was dead dead dead. I called Creative to see what they could do.  For $25, they could tell me what I already knew:  it wasn't working and needed to be fixed.  Then, they made it clear that they would be charging me for whatever it took to fix it.  All this despite the fact that THEY sent me this lemon and it was less than a year (read: still within warranty) since I had received it.  Great customer service, eh? Bad product + bad customer service = doomed company.  Don't buy a Creative Product.",4/21/2006,8.0,4.0,A2TD8ARYZ2AEKW,B00067TTZE,1.0,0.0,592326.0,123.0,Creative Products:  Truly poor technical quality,0.0,0
"after searching on the internet i found amazon to be the place where this item had the lowest price. fast delivery, great product. fits great with my panasonic 6 megapixels camera. fine leather. could not be any happier with the product.",11/6/2006,0.0,0.0,ACALV66IJXYTJ,B00065L5TY,5.0,1.0,595089.0,62.0,great case,0.0,0
"After several hours with tech support, I got an e mail that there was a problem with the software on the included cd, that I should uninstall it & download the proper software. After that it was smooth sailing. The only shortcoming is that the cable box control does not have a great favorites channel button. .you have to program in the individual channels and then scroll through them. Otherwise it works as advertised. Three remotes for three different situations and all are working perfectly.",1/15/2007,1.0,1.0,A225OU87C2FQQL,B0003QER82,4.0,1.0,597725.0,90.0,not bad,0.0,0
"After setup per the instructions, copies were very light. Tried adjustments allowed by copier but no improvement. Removed toner cartridge and shook it side-to-side... that resulted in copies a little darker but still not acceptable. Conclusion: toner cartridge supplied with the PC150 is almost worthless. February 16: Purchased a replacement toner cartridge for $33.94 and the PC 150 makes very good copies. Toner that comes with the PC 150 is trash.",1/31/2009,1.0,1.0,A1D6YVVEQY4WBY,B00030N86K,1.0,1.0,598402.0,6.0,Canon PC150 Copier - An Update,0.0,0
"after sorting through all the available skins,cases, & covers for my 4th gen  20GB IPod I decided to go woth this one. And it does the job as expected. It is very form fitting, and offers protection for the ipod & Ipod screen. he only drawback it the screen cover is hard to clean when it gest dusty or dirty. Other than that small thing I am very pleased with this item.",10/19/2005,1.0,1.0,A3GYHE41KAT8DE,B0002Z5Y5O,4.0,1.0,600228.0,1.0,Does the Job,0.0,0
"After seeing this at Best Buy for $63 and getting it for $39 delivered through Amazon, this only added extra icing to the cake for me. I already have the Canon HV20 HD camcorder, plus 5 extra batteries. Then recently bought Canon's SX10 IS digital camera and found that my old bag needed to be twice as big. This bag is probably 7 times larger, but now I'm able to carry other electronic things that I usually bring on trips anyway. So this purchase answered both my prayers and my wallet!",11/16/2008,0.0,0.0,A1D8B7V0RI4ZFK,B0002Y5WZC,5.0,0.0,601063.0,83.0,Plenty BIG enough for me!,0.0,0
"After several hours of setup and configuration on this D-Link DP-G321 Wireless Multi-Port Print Server, I learn that it is useless for me.  Finally I find an obscure ""compatibile printers"" list on D-Link's web support page.  I am dumbfounded and very annoyed to discover that neither of my current printers are compatible with this product. I reviewed the product's promotional info, and the info on the box, and find nothing there to indicate that only a very limited list of printers will work with it.  Rather, there are broad statements like, ""Share multiple printers on your network,"" and ""Connect up to two USB pinters and one parallel printer."" This is false and misleading advertising.  I've wasted hours of time on this, and am thoroughly disgusted with D-Link as a result.",8/28/2005,2.0,2.0,AVV5T6JH9TED5,B0002TPFW2,1.0,1.0,603448.0,19.0,Very limited printer compatibility,0.0,0
"After seeing nearly 500 reviews about this i was still a little skeptical. but i needed a hdmi cable to run my Sony upconvert DVP-ns77h. so for just under 5 bucks why not. after connecting it to the player i was shocked on its performance. i compared it to an older Monster cable 800 Ultra series 1.2m and in detail the cheap hdmi cable was better but less vivid in colors to the monster cable, BUT the monster was more ""grainy"" in picture. so overall i liked this cheap cable, and will buy a couple more. i am running this cable to a Sony Bravia SXRD KDS-50A3000. which sony doesnt make anymore. if you were like me and still little skeptical, for 5 bucks +/- still heck of a deal.",5/5/2008,0.0,0.0,A3CFSDTFY9MI94,B0002L5R78,5.0,0.0,607238.0,368.0,Best For the Price,0.0,0
"After spending $40 locally for a HDMI cable, I read on CNET and other sources that expensive cables cannot work any better than cheaper ones. I am using 3 of these cables and I am about to order 3 more (updating TV in bedroom to HD) and I couldn't be happier with them.",12/28/2008,0.0,0.0,A29QPJ3Y8XUATD,B0002L5R78,5.0,0.0,607688.0,818.0,Works great,0.0,0
"After seeing a recommendation from CNET for low priced HDMI cables, I ordered two. They arrived in just 3 days and work great. Nice!",1/24/2009,0.0,0.0,A2UKDRYSEWWM8,B0002L5R78,5.0,1.0,607833.0,963.0,"Nice HDMI cables - work great for excellent price, fast shipping",0.0,0
"After seeing this display in person, I had to run out and buy one. In Windows at 2650x1600 it seems to display things about the same size as my 20"" monitor does at 1600x1200, but you get more than twice as much on the screen as the 20"" (2.1333 times to be more exact). Besides hearing about how stunningly beautiful it is, here are some things you might like to know about it: It will hook directly to a MacBook Pro's DVI port without any adapters or mods, and display at full resolution. If you're using it on a PC, you need dual-link DVI capability (not the same as dual DVI). I thought this would mean paying a lot of money for a new video card, but it doesn't. I called ATI and ordered a Radeon x1650 Pro PCIe card direct, which cost $150. It displays at the full 2650x1600 resolution with no problems, has 512MB DDR2 memory, video out, and though it includes several cables and adapters, none are required to hook the display up. In fact it seems faster than my two year old $700 card did. I do mostly digital photography (Photoshop), and it is plenty fast. I don't think that unless you're doing 3D modeling or serious gaming, that you'll need anything more. It is also Vista ready, so it can handle all the features of Vista (translucent windows or whatever. I don't have Vista). There are 3 plugs on the cable. One is the DVI plug, the second is a Firewire (400 not 800), and the third is USB. The latter two are to provide you with 2 USB and 2 Firewire ports at the back of the display. Now for the drawbacks, or should I say drawback. The only positioning adjustment is the ability to tilt the display. Although it is easy to rotate the image 90 degrees, it would require rigging something up to rotate the monitor. There is no height adjustment so I can't squeeze the center speaker of my audio underneath the display (I'd call it a monitor, but since it's Apple, they refer to them as displays). Included software assist you in setting the levels and color to the right settings. When I bought it, I considered it an extravagance, but after using it for a few weeks, I've changed my mind. It increases productivity immeasurably being able to keep multiple windows open, not having to zoom in and out while editing photographs, and being able to display 39 columns (64 pixel) and 66 rows (20 pixel) of an Excel spreadsheet.Or 3 legal size pages at 100% side by side in Word without scrolling. Pretty cool, huh? It's also extremely stylish, and along with my DiNovo Edge keyboard, it could go in a museum. When I bought it from Amazon, it was $1,924 plus a 5% discount at the time, no tax, and $10 shipping. It came out to be about $125 less than what I would have paid from Apple with their education program discount (since they charge 6% tax and I'm also getting 3% in rewards bonuses using my Amazon credit card). But even at full retail it would have been worth it. I am in love with this display! Any of you gamers interested in an ATI Radeon x850XT Platinum graphics card? Oh yeah, the new card takes up only one slot instead of two, so there's another bonus... Originally I was going to use this display with my MacBook Pro for my digital photo work, but now that it's connected to the PC, I literally can't take my eyes off of it. Does anybody know of a cable or switch that would allow me to use it for both and switch between them conveniently? If you buy one piece of expensive computer hardware this year, this display should be it. You won't regret it. I am delighted with this purchase!!!",3/1/2007,15.0,15.0,A3QNX5KWHDV0GD,B0002ILKWM,5.0,1.0,610734.0,36.0,A Stunning Display,0.0,0
"After some of the reviews I expected more, but as the phrase goes. It's OK for the price. I got this because I often camp in a remote area and my young kids get a little nervous when things go bump in the night. I thought we'd be able to look out into the woods and see all the critters at play and ease their minds, but so far I haven't seen a thing. I also try to use it to keep an eye on our dog when he goes out at night. I have a fenced in wooded yard, but it would be nice to check up on him when he gets quiet. I have to use the infrared light to see him if he's any farther away than 10 yards, and it doesn't help much beyond that when he goes into the trees. The field of view is narrow, and the bubble affect of blurring around the perimeter cannot be discounted as barely noticeable, as some reviews have said.",11/28/2007,20.0,18.0,A35GTVXKSOAJDC,B0002HBOQ0,3.0,0.0,611285.0,22.0,"OK, I guess",0.0,0
"After seeing the reviews in every magazine saying the new Microsoft Money 2005 beat the new Quicken hands down, I thought maybe I should upgrade from 2003 to 2005 premium. I was particularly enticed by claims that it allowed you to sync automatically with almost any bank. I have Fleet and Citibank accounts, neither of which would auto-sync with 2003, so I was relegated to downloaded statements each month and importing them. I was also expecting to be able to sync with my online brokerage accounts at Charles Schwab and Ameritrade. But not only did the Fleet and Citibank accounts fail to sync, Ameritrade, whichhad worked before failed to sync, and the other Schwab did so about half the time. I called in to tech support and they weren't able to fix the problem, but said they'd been getting a lot of such calls. The product only came out in the last week, so I will cut them some slack and wait for updates which they said would be coming in a few weeks, but I must say I was disappointed after hearing such glowing reviews from magazines. The problem with building software from the ground up, as Microsoft has done with this new version of money, is that things that worked perfectly well in previous versions often don't work. I would have thought the magazines would mention these syncing difficulties, considering how common they appear to be... but then again, Microsoft does have a lot of money (no pun intended), and if you're a magazine you probably wouldn't want to get on their bad side. Oh well. If the updates work ok, I'll post an update in a couple weeks.",9/21/2004,37.0,36.0,A2B61ON8H1OR9Y,B0002D156I,2.0,1.0,613369.0,40.0,Too bad it doesn't sync with banks reliably as advertised,0.0,0
"After seeing my kids play in one of these at a friends house, we had to buy it.  My 19 mth old and 4 yr old play in it every day and love it.  Very easy to setup and tear down (5 minutes each and that includes packing it into the bag).  I would certainly recommend this for young kids.  If your kids are 5 and up I wouldn't recommend due to the size and weight limitations.",6/11/2007,2.0,2.0,A3OQ8XA9HDWKYZ,B0002AHVAA,5.0,1.0,613931.0,33.0,Perfect bounce house for young kids (2-5),0.0,0
"After seeing this bouncer at our church Easter Egg Hunt we decided that we would like to purchase one for our Grandchildren (ages 4 and 2).  I read the reviews on this bouncer and others and decided that this was the one to buy.  All of the reviews were correct.  It was so easy to set up, take down and store.  Our first use was at our Granddaughters 4th birthday party where we had children 16 mos. to 10 years old jumping in this.  The children absolutely loved jumping in this and at one time we had six kids jumping at the same time with no problems at all.  I would definitely recommend this item to anyone.",4/4/2005,6.0,6.0,A1YQOBDG4UWBZM,B0002AHVAA,5.0,0.0,613961.0,63.0,Best Purchase,0.0,0
"after searching the market for a while for a new mp3 player, i decided on the zen touch. i ordered it through creative labs, not being told it was a preorder. after a little wait, i recieved the product and absolutely love it. the software is easy to install and works great. the player has a good battery-life, and a very nice harddrive space for the price. the scroller does take a little getting used to, but easily becomes no problem at all. well done, creative labs. also, a special thanks to C. Anderson ""Megaroma"" for flaming the makers of the product for a DIFFERENT mp3 player of theirs. bash on, brother. \m/",8/9/2004,10.0,8.0,A3KK0C3TRVW26,B00028DJTY,5.0,1.0,617173.0,205.0,fabulous,0.0,0
"After seeing how friends and coworkers have struggled with their Windows Vista machines more often than not, I decided to purchase Windows XP for an upgrade to a one of my home computers. XP is by far the better operating system when compared to Vista. And with the release of Service Pack 3, Windows XP is even more stable. Something that Service Pack 1 for Vista did not do...",2/8/2009,0.0,0.0,A1Y7GYSHQEW36Q,B00022PTRU,5.0,1.0,620512.0,61.0,Still the best Microsoft OS available.,0.0,0
"After spending $180, I'm terribly disappointed.  When I first tried these the fit was so fickle and shifty I got disgusted and put them in a drawer.  After a year or so I decided to give it a go again with new ear foams.  They fit great, but don't you dare try to move a muscle and god help you if you run or workout.  To make matters worse, the cord is so heavy and long that it literally yanks the earbuds out of your ear....ugh!!!!!!!!!!!  I have no problem with the sound, but the tolerances needed to get that sound require you to fiddle for a few minutes then remain motionless.  I wouldn't mind if I was paying $50...but I paid a lot more.",1/23/2007,1.0,0.0,A1MBBH4KHTBTW8,B0001FI51U,2.0,1.0,628979.0,8.0,Too much hassle,0.0,0
"After seeing my friend blasting away with this after his purchase, I found this to be a bit of fun. Ok, lets be serious. Besides looking like a rocket ship on the table it does a good job blowing away dust that may be on your electronics. I mainly use this to rid of the dust that is collected over time inside my DSLR. Although it may not remove stuck on sensor dust as efficiently, don't let that stop you from removing dust that eventually become stuck on. I recommend this product to anyone who needs a blast of air in their life. If you have the room for it, get the BIG ROCKET SHIP.",7/9/2008,0.0,0.0,AT98JFM22YLGD,B00017LSPI,5.0,1.0,633536.0,30.0,Awesome product,0.0,0
"After searching through a lot of the literature on-line, we finally chose this unit since we can use it on a platform bed as well as a traditional box spring and mattress.  I just finished setting it up and was able to do it without assistance.  I found it rather easy to setup and to operate.  The total installation time for two units was less than 15 minutes. The only negative so far is that our son seems to like climbing over the rail for fun, but we feel comfortable that he can't roll out of bed in the night.",2/28/2006,2.0,2.0,A58C3SQIPETNR,B0000E0JDV,5.0,0.0,640609.0,73.0,Great bed rail - easy to put together,0.0,0
After searching for a way to play my portable cd player in my car i stumbled upon this interesting gadget. I was tired of the tapes you could use ..you always had to rewind them..well believe me i would deal with that now. It is a good idea..but just does not work that well. I spent too much money on an item that provides bad quality sound. It sounds bad..does not even sound like radio quality..and none of the stations seem to work very well. I would not reccommend this to anyone. It was a great idea but did not pan out the way i had hoped.,9/29/2004,0.0,0.0,APNX2BWGTB2UL,B0000DK6II,1.0,0.0,640901.0,23.0,Very let down,0.0,0
"After searching for weeks for a bag that could handle my 17"" mac & all the work I transport between locations (I have been using two bags), I was about to give up.  One co-worker just purchased this same bag for the same reason and we are happy to have found it.",2/7/2009,0.0,0.0,A21EXK8OA1PY0X,B0000BZOGY,5.0,0.0,648874.0,133.0,Room to work in,0.0,0
After several bulb replacements we're ditching this piece of junk.  When it works it's amazing but there's the catch.   Panasonic shouldn't be selling this shoddy work.,12/27/2006,2.0,1.0,A2TGW4X6P6CS1J,B0000AHOBP,1.0,1.0,652982.0,2.0,Do not buy.,0.0,0
"After set code zone free, I'm able to watch DVD 3 from Thailand and also from France. Also it is voltage free.",2/17/2006,4.0,3.0,A3KS6OOMBCK76H,B0000A0AJH,5.0,1.0,655484.0,251.0,Awesome product,0.0,0
"After setting booby traps for Zombies, I like to whip out my Bushnell Waterproof scope and wait for the oncoming herds to trample on in.  This scope is just great because it cuts down on glare and is also waterproof.  It is good to have some foreward advancement of options when dealing with the zombies so when you are set up this scope can give you good range in spotting them on your trail!!!",4/1/2007,24.0,4.0,A4X7FBQ5SKPI6,B0000A0AIS,5.0,0.0,655705.0,1.0,Best purchase when rounding out the survival kit,0.0,0
"After spending $1,000 + on equipment for my Canon HG10, the last thing I want to do is drop it! I can be a bit of a klutz, so this wrist strap is great insurance for those times when I get pre-occupied and stop paying attention to my camera. Don't let a dropped camera ruin your day ... invest in this wrist strap!",7/28/2008,0.0,0.0,AJ88Z1U0SS1IY,B00009V4G9,5.0,1.0,657154.0,2.0,Perfect for my Canon HG10!,0.0,0
"After searching from store to store for a perfect flat screen tv with all of the options, I finally found what I was looking for.  I expected either Sony or Toshiba to deliver the most superior and vibrant picture, but I was wrong.  Next to them was this JVC that far exceeded what I had expected for the price.  It's picture looks nearly as life-like as a screen with HDTV, and it is filled with many options that are usually only available on larger models.  It has many RCA cabel hook-ups, (S-Video, component, and color stream) which are all easily accessable.  It's front hook-up is conveniently concealed behind a cover panel, and all other menu options are also easily accessed behind this panel.  It's speakers sound great, and about the supposedly ""unbearable humming noise"" that exists on all JVC's and Toshiba's- I still haven't heard it on my set.  As an immaculate tv in picture and sound, I recommend it to all who search for that perfect tv!",8/4/2003,10.0,10.0,A7HGVO6SX2WSW,B00009RTCB,5.0,0.0,657959.0,1.0,Another Satisfied JVC Customer,0.0,0
"After seeing the ads for the Digital Frame, My mother ordered it for my birthday.  It arrived today *August 1)in time, but right now - we are disappointed.  Unlike the clear, full color pics shown in the ads, the pictures on the Digital Frame are washed out, pale, grainy, and if YOU do not view from direct center, even turn ""negative"".  I am a  photographer - have done work for newspapers and magazines - and  the Digital Frame makes good photos look bad, and bad ones - well.....  Either the display is bad, or the product - but when viewd, a black or a dark color turns negative and when viewed from the side, it is a negative.    COlors are pale - not crisp and clean like on a current laptop, of flat panel monitor.  When viewed in daylight, you can hardly see the pictures. And at night - not much better.  I was hoping that i would get the clarity of a laptop, at the least, but laptops four years ago were clearer.  I will definately tell everyone that this product, as far as I am concerned, is misrepresented in its avertising. The quality is poor.  However, the casing is very nice, buttons easy to use, compact flash very accessable - too bad the quality of the picture did not match the rest of the design.  ...",8/2/2003,21.0,21.0,AR9BT8YFTPMZ1,B00009RAW5,1.0,0.0,658055.0,5.0,Misrepresented,0.0,0
"After seeing the bad reviews, I almost didn't purchase PDF Producer. However, I called Data Becker (during normal business hours at 617-614-0600) and, with very little trouble, got a live person on the phone who answered all of my questions and allayed my concerns.  Two good hints: It only works with Win 2000 or XP (as it says right on the specs); and, it's important to close ALL programs (including printer software) running in the backgroun before loading. PDF Producer loaded flawlessly in a few minutes on my Windows XP system with MS Office 2003. It works just like any other printer driver, and I personally like the idea that it doesn't intimately integrate with other programs (such as putting an icon on the task bars) -- if something does go wrong with PDF Producer my other programs are still in business. The product works excellently -- making PDF files of anything that can normally be printed. The PDF Producer settings needed a bit of tweaking to get the quality and file size I wanted, and this was easily done following the built-in help screens or the manual that came with the retail package. PDF Producer doesn't have all the functionality of Adobe Acrobat, but at about 1/6 the price it is a very cost-effective solution for turning just about anything into a basic PDF.",11/2/2003,13.0,13.0,A2NAAEOWL0G6VC,B00009L7N6,4.0,1.0,660656.0,18.0,PDF Producer is an excellent product.,0.0,0
"After searching for nearly a year for a security camera system for our home that we could view while travelling, I was thrilled to find out about Wilife. I read all the information on the Wilife website, and also what was available here on Amazon before purchasing.  Because our needs were specific, I made sure that they would be filled with this kit.  Here's what we needed: 1.  Remote camera that did not require hardwiring to connect to computer (computer is upstairs, camera position is downstairs). 2.  Camera triggered by motion, rather than always recording. 3.  Online access to the recorded video. After reading about the system, I realized I'd need to not only pay for the camera kit, but to get online access to recorded video (streaming video access is free) I'd also need to sign up for WiLife Platinum, at an additional $80 a year.  A steep price, but worth it if we'd be able to see any activity in the house by reviewing the recorded video online every evening. The system was very easy to set up, and worked acceptably well (the software did have a glitch when changing settings which I never did work out).  After signing up for platinum I was able to access recorded video online with my laptop computer, but my mobile device (HP iPaq 5915) would only access live video. I tried different operating systems (upgrading my Explorer Mobile, and switching to Opera Mobile), but still was only able to get live video to work. After re-reading the information on the WiLife site which stated: ""Go beyond live Internet viewing. Access your recorded video at anytime, anywhere.  Use easy search tools to locate and view video by date, time, and site - with up to the minute availability."" The site even showed a photo of a person accessing recorded video with a Blackberry, I assumed this must be an issue with my hardware, my software, or just 'operator error', so I continued to work through the problem. After a week of trying every possible solution, I contacted WiLife support, and after a few useless emails which did not address the problem, finally received one stating: ""Cellphones/handheld devices can not do remote playback. They can only do remote viewing in relay mode."" So, it is being packed up and shipped back to Amazon. I'm left wondering why Logitec would use a proprietary viewer for the recorded video, when the streaming video uses the regular Windows viewer available on all systems? And the biggest why - why would they advertise that remote playback was available 'anywhere anytime' when in fact it is NOT? In my opinion, this system is not worth anything to the average user until we can access recorded video via mobile device.  Once Logitec actually offering what they're advertising (anywhere, anytime), I'll happily purchase the product again.",6/30/2008,3.0,2.0,A3HRDRQ5VAFPQS,B000E0I9K4,1.0,1.0,666099.0,23.0,"Hardware is great, software severely lacking.",0.0,0
"After seeing that some folks had a problem with the itrip, I was a little hesitant. Also, I had one in the past that did not work well--lots of static (it was one of the ones that plugged directly into the bottom of your ipod, no cord). However, this one works well. I have used it in the urban area where I live for weeks with no problem and have also used it in more rural areas with good results. It's easy to use--the digital display is great. I got it on Amazon for about 1/3 of the price it was selling for at Target, so that was a great deal too.",1/18/2009,0.0,0.0,A26469S5741KMR,B000BWACX2,5.0,1.0,672568.0,385.0,great deal; works really well,0.0,0
"After searching for a couple of months for something that could enable me to connect my sling box through wireless connection, I decided to buy the Buffalo. When it arrived I hooked it up and worked immediately.  I did not even have to install software!!!! The connection speed is great. Inexpensive versus ""wired"" bridges, EASY set-up and it works fantastic.",3/3/2007,0.0,0.0,A2DXUW56P5Y2RL,B000BNDEZY,5.0,1.0,675797.0,19.0,"If you are looking to make your Sling Box wireless, BUY IT!!!!!",0.0,0
after so many recalls from China we did not want our baby eating of plastic made over there. Although it has its downpoints it has one major good point _ made in Italy.,11/16/2007,0.0,0.0,A3V3YN2D855HIA,B000BN7Q3U,5.0,1.0,675909.0,5.0,best part - it is NOT MADE IN CHINA,0.0,0
"After seeing many friends with this mat, we finally bought one.  We use it at our kitchen table instead of using it for travel.  Our son loves it, too.  It's easy to clean and doesn't stain!  We are giving it as a gift to all of our friends who have new babies.  We will be buying another one ourselves when our daughter is old enough to feed herself.",3/21/2005,1.0,1.0,A15D8R5208BSWP,B000BH79YW,5.0,1.0,678400.0,79.0,Love it!  Use it every day!,0.0,0
"After seeing this product used by a associate, I decided to try it in our company.  We were looking for a more durable option for our employees to carry company cards.  The size is perfect for employees to put gas cards, business cards, VISA.  We further customized the product with labels and contact numbers.  The uses of the Bungee Card Case is limited by your imagination! Personally I load the cards that I will be using that day and slip it into my pocket. If I lose it, I only lost a few cards and not my entire life...  You can carry business cards (30+) and hunting licenses and tags!  We may even buy more to place in our vehicle glove box to hold license and registration papers making a fast easy find! Of the 20 we recently purchased not one has faulted!",10/11/2007,2.0,2.0,A3ITXQXCHLZVL9,B000BFR39A,5.0,1.0,678964.0,31.0,A great organizational tool!,0.0,0
"After seeing my friend's Modix HD-3510 hard drive based multimedia player, I wanted one too.  But, I wanted to do one better than my friend and get the Mvix MV-5000U (I think this model is the latest and supposedly most advanced of its kind) with the FM transmitter thinking I can use it in the car without the cassette adapter.  WRONG. Maybe I don't know how to use this unit properly because the sound quality is bad.  I hear hissing noise through the FM.  Same song plays well if I connect it directly to my sound system. The remote control is not very responsive.  I have to press the same button several times before it does anything. On the positive note, it plays most of my DivX, XviD files and all of my MP3 files.  Watching the video on the TV is a great experience.  Installing and configuring the hard drive was a snap.  I haven't tried the DVD ISO but hope it will play just as well. On the negative note, yes it is portable but its bigger than the Modix (about 50% thicker).  I feel the screen on the unit is useless.  After a week, the fan on the unit started to make noticeable sound. Because I had a chance to compare my Mvix with my friends Modix, I feel that I made a bad choice.  Mvix looked very slick on the internet but not in real life.  The company's support was sub par in my experience (their web support is non existent).  I am not a technically savvy person.  Long as it works without any problem and looks great doing it with good support when I need it, I am happy.  But that is not what I got. If you don't need the FM function, get something else.",11/15/2005,8.0,4.0,A2VVP5ND0G25W8,B000B9V3WO,2.0,0.0,680333.0,3.0,Not what I expected (I want my money back),0.0,0
"After searching through reviews online, I decided to purchase the HB-207.  Users had lauded its comfort, ease of use, and versatility.  The bag is very sturdy, comfortably designed, and has the capability of holding a ton of equipment.  In fact, there are times when I have loaded down the bag to the point that it didn't meet airline carry-on weight expectations.  Nevertheless, because it is a backpack, I've never been asked to weigh it or check it at the airline counter. The bag is a bit large for casual use.  I would not recommended it as a day pack due to its bulky girth.  The bag is also not as convenient as a traditional shoulder bag when it comes to accessing your gear.  Despite its size, however, it still comfortably fits in an airline luggage compartment. The rear laptop compartment fits a bit snug.  If you are using a Mac or a small, slim computer, you should be fine. But if your computer measures greater than 15 1/2"" x 11"" x 2"", you'll be shoving and prodding just to get it to fit. In conclusion, the bag's pros consist of sturdy, well-crafted design, comfort, space, versatility, and, to a degree, inconspicuousness.  The cons might be it's lack of easy access on the field and its girth, rendering it useless for day trips.  But the bags pros far outweigh the cons.",7/2/2007,13.0,13.0,AD2Y80VE9HYR4,B000AOTTW6,4.0,1.0,684509.0,11.0,A well crafted bag that is near perfect,0.0,0
"After some minor frustration getting up and running (forgot to delete the original teaser software before loading full program, then it required several updates to work out a few known bugs), I've found Paint Shop Pro X with Corel Photo Album both fun and easy to use.  Family and friends love getting picture collages of events (great way to document the party or outing onto a single sheet, especially when some of the shots just aren't clear enough or special enough to stand alone on a larger print). The red eye removal feature is eerily accurate (how do they do that?!?) and the plethora of paint shop tools are similar to those found with Adobe Photo Shop. The main difference is that I was up and running without reading the Paint Shop Pro X manual; with Photo Shop, I had to read chapters and jot down notes to remember how to do something a month or two down the road. Especially recommend this software for avid scrapbookers.",11/4/2006,1.0,1.0,A1XGDPF67RJGTQ,B000AONOLI,4.0,1.0,684541.0,32.0,Fun Features & Easy To Use,0.0,0
"After six weeks my unit started continuously shutting off. The manual says this can happen if the unit is not cleaned. However, I did clean the unit and replaced the filter with no success.",12/21/2006,6.0,4.0,AKP4DK39O9GTI,B000AO16AY,1.0,1.0,684956.0,179.0,Unit Failed after 6 Weeks,0.0,0
"After searching for a long time, we finally bought the Garmin C340 GPS about two months ago. We have used it on many trips and have been very happy with it. We have recommended it to many friends and even bought a second one as a Christmas gift. Even though we like it a lot, we have learned that it's not perfect. It seems that it will always get you where you're going, usually by the shortest route, but not always. It's wise to double check the proposed route for long trips on a map to see if it makes sense to you. We recently moved to a new city and it has been invaluable for house hunting, etc. We doubt that there is a better unit available for anything close to the current price (about $400). Once you have a GPS, you will probably never be without one again. We would highly recommend the dash mount as well. It works great and is easier to use than the windshield mount.",1/9/2007,0.0,0.0,A2JKDH4DUN13WI,B000A5TAT2,5.0,1.0,687775.0,187.0,Great Product,0.0,0
After seeing all the reviews I decided to purchase this potty for my son. It's very sturdy and easy to clean.,7/19/2007,1.0,0.0,A2ISCA148HGORG,B0009OLSZ8,5.0,0.0,695004.0,9.0,Great Potty,0.0,0
"After some comparison analysis of the existing teleconverters that can be used with my Canon S3 IS, Sony was an obvious choice. I always use 58mm adapter(from LensmateOnline)with UV filter and the teleconverter can be easily and quickly attached on the top of the filter (and I mean easily). The most time-consuming part is to extract it from the pouch it comes with, so it is better to use a larger bag that can accommodate both camera and the lens. The resulting image quality is very good and Canon's stabilization does a good job even with the full zoom (735 mm equivalent) in low light - see posted picture sample.",5/8/2007,8.0,8.0,A25JU0TQPQTXCU,B0009OAFJ8,5.0,1.0,695524.0,42.0,Good match for Canon Powershot S3 IS,0.0,0
"After searching for a product to aid in my swimming workouts, was very disappointed in the H20 audio sv-mini.  While the unit did keep its word in keeping my ipod mini dry, the sound quality was horrible and the volume barely detectable.  Don't bother.",3/17/2006,4.0,4.0,A1AYUM20USTQ2C,B0009IZSAK,1.0,1.0,698778.0,5.0,Disappointing,0.0,0
"After seeing this mouse pad in person, it's easy to understand the all-consuming popularity of hello kitty in Japan. The authors of last year's ""Democracy"" satire said that hello kitty was actually the new Japanese national symbol.  After trying out this mousepad, I think you'll really agree. A word of warning:  the mousepad does not work quite as well with optical mouse devices as it does with the older-style roller mouse devices. I cannot bring myself to refer to a mouse in the pural in the obvious way;  it might scare kitty.",5/9/2006,3.0,2.0,ABX7SEE84DMLU,B0009IB6JC,3.0,1.0,699124.0,5.0,Easy to See,0.0,0
"After searching for so long time, finally I decided to buy this TV from Amazon.com, which was something I never did before. Naturally it is risky to buy a big stuff that you cannot see in advance and you cannot return. However, for the reason I do not know, I bought it from Amazon.com. I like product from Sony, which looks so great in store. But I do not like Japanese Government because they never admitted that Japan killed/tortured millions of Asian people. So I do not want to buy a product from Japan and let me feeling hurt. Anyway, I bought this Samsung DLP TV, which turns out to be a good decision. Everything seems so good. Especially it is easy to set up. The only thing I am not quit sure is that when I play animated movie, the color of white seems not comfortable for eyes. It looks like there are one layer ""float"" on the screen. But it is hardly visible. When I watch a real movie, everything seems good. My wife prefer Sony. In a word, very good TV, but may not as good as Sony.",3/20/2006,12.0,0.0,A3AAWQPN7H39FO,B0009EXVNA,4.0,0.0,700860.0,4.0,Most probably you will like this TV,0.0,0
"After several calls to Adesso when product failed to function at all, invested in hi-capacity rechargeable batteries which resolved all issues. Customer service was responsive and helpful. Would buy their products when needed.",10/28/2008,0.0,0.0,A2SN3IBF0G3OQY,B00083Y0YG,4.0,0.0,704290.0,56.0,Works as advertised when using hi-capacity rechargeable batteries,0.0,0
