Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title_x,Verified,Label,Sales Rank,Brand,Sales Price,Title_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Apple is, quite simply, the best and most innovative computer manufacturer. A recent article in Consumer Reports identified Apple computers as the most reliable computers and PC Magazine user surveys have reached the same conclusion. Furthermore, PC Magazine regularly designates the iMac G5 as the best all around desktop computer. Now the ultra-reliable, user friendly iMac G5 has an even faster G5 processor. Yes, most people use Windows-based PCs, but do you really want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs (including regular virus attacks) -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to viruses? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. This new iMac G5 is Apple's latest and fastest iteration of the innovative iMac series of compact, user friendly computers at reasonable prices. Like all G5-powered Apple computers this new iMac is a very fast computer -- more than twice as fast as a Pentium 4 with the same clock speed -- and has a state-of-the-art 64-bit processor. All computers will have 64-bit processors some day but very few PCs, except for Apple G5s, have them at this time. If you're looking for a fast, versatile, easy to use computer, want to stop worrying abut virus attacks, and are willing to try something off the beaten path, you'll love this elegant and now faster new iMac G5. A less expensive model of the faster new iMac G5 is available with a 17"" screen.",5/19/2005,23.0,14.0,A1JWSDDIH5Z7DV,B0006HU49E,5.0,1.0,720579.0,14.0,Biggest fastest iMac G5 now even faster,0.0,1,86,Apple Computer,1800.0,"Apple iMac G5 Desktop with 20"" M9845LL/A (2.0 GHz PowerPC G5, 512 MB RAM, 250 GB Hard Drive, SuperDrive)",ComputerHardwareType->Desktop Computer,Binding->Personal Computers,CPUManufacturer->PowerPC,Brand->Apple,CPUSpeed->2,"Feature->20-inch (viewable) widescreen TFT active-matrix LCD, 1680 x 1050 pixels, millions of colors","Feature->Two FireWire 400 ports; three USB 2.0 ports, two USB 1.1 ports (on keyboard); VGA output; S-video and composite video output",Feature->Built-in 10/100/1000BASE-T (Gigabit) and 56K V.92 modem,FloppyDiskDriveDescription->None,GraphicsCardInterface->Integrated,GraphicsDescription->ATI Radeon 9600 with AGP 8X support,GraphicsMemorySize->128,HardDiskSize->250,"IncludedSoftware->Mac OS X version 10.4 Tiger, iLife '05 (includes iTunes, iPhoto, iMovie HD, iDVD, GarageBand), Mail, Dashboard, Spotlight, iChat, Safari, Sherlock, QuickTime, iSync, iCal, DVD Player, Address Book, AppleWorks, iWork (30-day trial), Classic environment, Quicken 2005 for Macintosh, 2005 World Book Multimedia Reference Suite, Nanosaur 2, Marble Blast Gold, Microsoft Office 2004 for Mac Test Drive, Zinio Reader, XCode Developer Tools and Apple Hardware Test",ItemDimensions,KeyboardDescription->Apple Keyboard,CPUType->PowerPC G5,DisplaySize->20,EAN->0718908392454,"Feature->2.0 GHz PowerPC G5 running Mac OS X version 10.4 ""Tiger""","Feature->512 MB DDR SDRAM, 250 GB hard drive, and SuperDrive (DVD-RW/CD-RW)"
"Amazon was great about shipping this product, but I eventually returned it due to several problems.  They were also great about the return -- they paid the return shipping and I got a full refund. I never tried any recordings with this card using the Media Center software that is part of Windows MCE. I was using it with SnapStream BeyondTV 4.1. If you record using anything but the Best (DVD 720x480) quality level it would crop out part of the picture. This is a known issue that is apparently a driver issue. The latest Hauppauge driver did not solve the problem. The other problem I had is that several times when I was recording two programs at the same time, one of the recordings had nothing but static for the audio portion of it. I don't know if this was a problem with the card or BeyondTV, but I think it's probably due to the card. I don't know if I had a defective card or if this is just a problem with all of these cards. I also was not that impressed with the overall quality of the video this card captured. I have Hauppauge 250 and 350 cards in a couple of other PCs, and the video quality they capture is noticeably better than that captured by the 500 card. After reading some reviews, it sounds like this is the case for the 150 card also (and the 500 card is basically just two 150s placed on one card). BeyondTV works great with the 250 and 350 cards with none of the issues noted above; but I also only have one tuner card in the PCs that I use these cards in, so I can't comment on how well they would work in a dual tuner setup using BeyondTV. I returned the 500 card, and I instead purchased two VisionTek Xtasy Theater 550 Pro cards. Thus far I'm not having any of the issues with them in BeyondTV that I was having with the Hauppauge 500 card -- I can record at a lower quality level with no cropping, and I've had no audio issues so far. The quality of the video is also far superior to that captured by the 500 card (although maybe not as good as that captured by the Hauppauge 250 and 350 cards).",3/14/2006,13.0,10.0,A1BWFY3BIUP9UF,B0006G33UW,2.0,1.0,722892.0,18.0,I eventually returned this tuner card due to several problems.,0.0,1,0,HAUPPAUGE,0.0,Hauppauge WinTV-PVR-500MCE 2-Tuner PCI-Based Digital Video Recorder (NTSC),"Feature->PCI-based digital video encoder and recorder designed for Windows XP Media Center Edition 2005 and, with limited functionality, Windows XP",Binding->Electronics,"Feature->Features 2 NTSC TV tuners, each with its own hardware MPEG encoder so you can watch one channel while recording another",Brand->HAUPPAUGE,"Feature->Pause live TV, replay segments, and skip forward, all while your other TV show continues to be recorded to your PC's hard disk",Label->HAUPPAUGE,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->HAUPPAUGE,Model->1081,MPN->1081,PackageDimensions,ProductGroup->CE,Publisher->HAUPPAUGE,Studio->HAUPPAUGE,Title->Hauppauge WinTV-PVR-500MCE 2-Tuner PCI-Based Digital Video Recorder (NTSC),"Feature->Audio/video inputs (including S-video) accommodate external sources like camcorders, cable boxes, and VCRs",Feature->FM radio reception,IsAutographed->0,IsMemorabilia->0,ItemDimensions
"After having a Memorex mp3 player die on me in the 4th month, I read a lot of reviews and the Muvo series seemed to get top marks for performance and reliability. The Muvo Slim even got the top recommendation from a prestigious Consumer technology-review site. One of the best things about it is the lithium ion rechargeable battery, which even recharges quickly through the USB port. I went through a lot of batteries before. Even if your mp3 player gets 10 hours on one battery, if you work out or walk to the bus stop every day, that can mean 1 battery per week -- that starts adding up quickly, believe me! I ended up going for the Muvo Micro instead, but that's only because it has an arm band, and I go running. I actually like the credit card shape of the Slim better, and it fits excellently in a top pocket. But I finally got my hands on one in person, and I noticed that the nice leather case doesn't have a place for a belt clip or strap, so even if I had created my own arm strap, there was no place to guide it through. Hope this helps someone else who was thinking the same thing.",11/30/2004,23.0,22.0,A3SF2N0BJF0YJS,B00067KZ8E,4.0,1.0,729888.0,13.0,Snazzy pocket mp3 player,0.0,1,29164,Creative Labs,149.99,Creative MuVo Slim 512 MB MP3 Player Silver,Brand->Creative Labs,BatteriesIncluded->1,Color->Silver,Binding->Electronics,EAN->0054651082182,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Creative Labs,ListPrice,Manufacturer->Creative Labs,Model->MS512SIL,MPN->MS512SIL,PackageDimensions,ProductGroup->CE,Publisher->Creative Labs,Feature->512 MB player holds up to 16 hours WMA or 8 hours MP3 music,Feature->Stores data files such as photos and presentations,Feature->Built-in FM and FM recorder with 32 presets,Feature->Removable Li-ion battery recharges via USB -- up to 17 hours of continuous playtime,Feature->Mass storage class -- simple drag-and-drop music and data file transfer
"After reading many reviews of the fm transmittion criteria, I found  myself in the market for one. The best reviews that I could find where the Monster IcarPlay (newer) and the Kensington 33185, I could not find either specific model anywhere near me, so I went down to the local bestbuy and got myself the Griffin RoadTrip. I was quite skeptical to see how this would perform because I read many negative reviews regarding Griffin products. After purchasing it for $118 CAD (about $105 US), I went in the car and tried it out. the set up is quite basic and after a few minutes I was listening to my nano with decent sound quality (same as local radio stations). I live in the biggest suburbia in North America, Mississauga, Ontario and the transmittion is quite good. Pros: It does not skip, even as the ipod wiggles from the road bumps It stays in tact Easy to use Good sound quality Comes with everything you need, every ipod model capability Can be used with your PC or Mac to transmit sound for you home stereo Convinient comes with Doc+holder+clip (s) Cons Constant access to the ipod battery could mean that the battery's life is ending faster than it should. the sound quality isn't top notch. (after all it is a transmitter, very minor complaint) Ipod users limit your sounds to minimum when the ipod is playing because it will not have an effect on the transmittion at all. This is probabbly a good thing. Over all I'd like to give it a 5, but 4 seemes more appropriate, due to price and capability. As far as fm transmittion goes this product will not dissapoint you.",5/30/2006,15.0,14.0,A10BM6VYPTXRTN,B0002WTK48,4.0,0.0,739128.0,175.0,Great product as far as fm transmittion goes...,0.0,1,0,Griffin Technology,89.99,Griffin Technology 4030-ROAD RoadTrip FM Transmitter & Auto Charger and Cradle for iPod,Brand->Griffin Technology,BatteriesIncluded->0,Color->White,Binding->Electronics,EAN->0685387040308,IsAutographed->0,IsFragile->0,IsMemorabilia->0,ItemDimensions,Label->Griffin Technology,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Griffin Technology,Model->4030-ROAD,MPN->4030-ROAD,NumberOfItems->1,Feature->Convenient one-piece transmitter and charger module uses any frequency from 87.7 to 107.9,Feature->Backlit screen shows which frequency RoadTrip is currently broadcasting,Feature->Transmitter can be removed and used with a Mac or PC computer,Feature->Plugs into any auto power outlet or lighter adapter,"Feature->Compatibility: iPod nano (1G only), iPod mini, 3G iPod, 4G iPod with click wheel, iPod Color, iPod Video"
"After having bought the ""Monster Cable iCarPlay Plus Wireless FM Transmitter/Charger for iPod"" (and then promptly returned it because there was just too much static/interference), I decided to try the Griffin RoadTrip. First, I was shocked at the difference in sound quality between the two products! The Griffin sounds crisp and clear and there is NO static! I live in Boston and have set the frequency to 88.5 and have not had a single problem. Second, the Griffin is so much more convenient and easier to use because you just plug it in and turn it on (it remembers whatever frequency you used previously). No wires, no having to dangle my Nano around the rearview mirror just to get music to play (albeit with frequent static and a constant hissing sound in between songs), and best of all, I now have a nice, solid, safe place to put my Nano that's right at my fingertips. My only caution is that the holder-adapter that's designed to fit the Nano will only fit if I take mine out of the leather ""Marware"" protective cover I bought to keep it from getting all scratched up (I have the 2G Black one). An easy solution (at least for me) was to keep my leather cover on and simply use the ""larger"" holder instead of the smaller ""Nano-sized"" one. Griffin conveniently provides two different thicknesses of padding to customize the fit for virtually all iPods (except the Shuffle, of course) so I just put in one of the pads and my Nano stays nice and secure and will never get scratched. I highly recommend the RoadTrip and am frankly, shocked that others have rated it so poorly. I love it and could not be happier with my purchase!",1/7/2006,13.0,13.0,ALUSNZATIXQQU,B0002WTK48,5.0,1.0,739129.0,176.0,Best FM transmitter for iPods on the market!,0.0,1,0,Griffin Technology,89.99,Griffin Technology 4030-ROAD RoadTrip FM Transmitter & Auto Charger and Cradle for iPod,Brand->Griffin Technology,BatteriesIncluded->0,Color->White,Binding->Electronics,EAN->0685387040308,IsAutographed->0,IsFragile->0,IsMemorabilia->0,ItemDimensions,Label->Griffin Technology,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Griffin Technology,Model->4030-ROAD,MPN->4030-ROAD,NumberOfItems->1,Feature->Convenient one-piece transmitter and charger module uses any frequency from 87.7 to 107.9,Feature->Backlit screen shows which frequency RoadTrip is currently broadcasting,Feature->Transmitter can be removed and used with a Mac or PC computer,Feature->Plugs into any auto power outlet or lighter adapter,"Feature->Compatibility: iPod nano (1G only), iPod mini, 3G iPod, 4G iPod with click wheel, iPod Color, iPod Video"
"A Norton AV user for years, the upgrade to 2005 made sense. Actually bought a 3-user package for my household's 3 PCs. On 2 PCs, it slowed the PCs down considerably and causes system crashes on one. On the 3rd PC, it installed and activated fine, but the subscription expired (actually a previous version's subscription expired, not the current one, but it did not know that). Re-installation did not work - activation of the software told me that the CD KEY is invalid (after long, long waits for the activation to run). Symantec online diagnostics did not help. Tech support performed an ""over the phone"" activation. A few days later, the software said its trial period has ended and ceased to work. Tech support (again) told me they would email me instructions that would definitely restore the software and 1 year subscription. They never sent the email. Ultimately, I purchased another brand of AntiVirus software and will be asking for some money back from Norton (although I know that they will tell me I have to go back to the store I bought it from - too late for that). In summary, Notron 2005's performance reminds me of, well, like a virus on my PCs. They've lost a long-time customer. Do yourself a favor...DON'T BUY IT.",5/5/2005,3.0,3.0,A3A822XH7S69IE,B0002Q80TA,1.0,1.0,742754.0,15.0,"Waste Of Money, Terrible Support",0.0,1,2596,Symantec,89.99,Norton AntiVirus 2005 Home Protection Pack - 3 Users,"Feature->Removes viruses, worms, and Trojan horses automatically",Binding->CD-ROM,Feature->Internet Worm Protection blocks certain more sophisticated worms,Brand->Symantec,Feature->Detects spyware and other non-virus threats,ListPrice,Manufacturer->Symantec,Model->10280941,MPN->10280941,PackageDimensions,Platform->Windows 2000,Platform->Windows XP,Platform->Windows Me,Platform->Windows 98,ProductGroup->Software,Publisher->Symantec,Feature->QuickScan and PreInstall Scan; enhanced packer support,Feature->Defends against malicious code; easy to use,Format->CD-ROM,ItemDimensions,Label->Symantec
"Apple is, quite simply, the best and most innovative computer manufacturer. A recent user survey in PC magazine identified Apple computers as the most reliable and easiest to use computers currently available and last year Apple's Power Macintosh G5 was designated computer of the year. Now the powerful 64-bit G5 processor is available in an elegant new iMac design. Yes, most people use Windows-based PCs, but do you want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to virus attacks? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. The new iMac G5 is Apple's latest iteration of the innovative iMac series of compact, user friendly computers at reasonable prices. Like all G5-powered Apple computers this new iMac is a very fast computer -- more than twice as fast as a Pentium 4 with the same clock speed -- and has a state-of-the-art 64-bit processor. All computers will have 64-bit processors some day but very few PCs, except for Apple G5s, have them at this time. If you're looking for a fast, versatile, easy to use computer (and want to stop worrying abut virus attacks) and are willing to try something off the beaten path, you'll love this elegant new iMac G5. If you want a larger screen and hard drive with even more speed, consider the iMac G5 with 1.8 GHz processor and 20 inch screen.",9/14/2004,11.0,7.0,A1JWSDDIH5Z7DV,B0002OG6PM,5.0,1.0,743328.0,7.0,Apple leads the way again.,0.0,1,421,Apple Computer,1000.0,"Apple iMac G5 Desktop with 17"" M9248LL/A (1.60 GHz PowerPC G5, 256 MB RAM, 80 GB Hard Drive, Combo Drive)",ComputerHardwareType->Desktop Computer,Binding->Personal Computers,CPUManufacturer->PowerPC,Brand->Apple,CPUSpeed->1.6,"Feature->17-inch widescreen TFT active-matrix LCD, 1440 x 900 pixels","Feature->Two FireWire 400 ports; three USB 2.0 ports, two USB 1.1 ports (on keyboard); VGA output; S-video and composite video output",Feature->Built-in 10/100BASE-T Ethernet and 56K V.92 modem,FloppyDiskDriveDescription->None,GraphicsCardInterface->AGP,GraphicsDescription->NVIDIA GeForce FX 5200 Ultra,GraphicsMemorySize->64,HardDiskSize->80,"IncludedSoftware->Mac OS X version 10. 3 includes Classic environment, Mail, iChat AV, Safari, Sherlock, Address Book, QuickTime, iSync, iCal, iLife (includes iTunes, iPhoto, iMovie, iDVD and GarageBand), AppleWorks, Quicken 2004 for Mac, World Book 2004 Edition, Nanosaur 2, Marble Blast Gold, Microsoft Office 2004 for Mac Test Drive and Apple Hardware Test",KeyboardDescription->Apple Keyboard,Label->Apple Computer,CPUType->PowerPC G5,DisplaySize->17,EAN->0718908519042,"Feature->1.6 GHz PowerPC G5 running Mac OS X version 10.3 ""Panther""","Feature->256 MB DDR SDRAM, 80 GB hard drive, CD-RW/DVD combo drive"
"As an engineer, consultant, businessman, and educator- pramatism (bang per buck) absolutely rules. No question- having suffered dozens of daily crashes with the latest PCs and Microsoft software, hundreds of OS updates, crippled unreliable Dell and IBM laptops (yet working in aerospace, space and formula one)- I am so P**sed off with the quality (lack thereof) in IT (17 years worth!)....Count the hours wasted and dollars spent on software... To the new Apple- within 5 minutes it was connected to the Internet, talking with all the printers, scanners, faxes, gamespads, videocams without any hitch whatsoever (REAL WOW). OK so OSX looks scary- 30 minutes to get used to without even looking at the straightfoward manual. Appleworks free office suite reads all my papers and articles without a glitch even though they were written (and crashed) in MS Office. Some software updates- quick with a disk optimiser automatically (no fragmented disks..). Speedwise an iMac G5 1.6/ 512MB RAM/160 GB HD/17 screen boots up and feels about 3 x faster than a Dell Inspiron Laptop/Pentium 4 1.6/512MB RAM/30GB HD/16VRAM/15 Screen. Never mind the cool factor or that an equivalent Dell costs more.. I even have to move my head from side to side as the screen is so big! Moans- more power would be great (e.g. better graphics card options, dual processor option) but in reality the iMac is such such a marvel of industrial design in the true sense, doesn/t crash all day, and works very effectively at a great price. BTW I did a factory 1 slot 512MB option so that could 3rd party upgrade another 512 more cost effectively- but am told that the 2 slots do not need to match in size. Overall- a real winner- My *New* Dell laptop has become a paperweight holding a cable! UPDATE (a few days later)- everyone who has seen and used the new iMac wants one; I *want to* use the computer (fun!) rather than dread it (Windows); think that office productivity - languishing despite vast IT investments- may rebound if coporations were brave enough to invest in one of these for all staffers... (not one crash in 40 hours use- a record!!!). BTW may start to put in some industrial strength engineering modelling apps soon (with a second new Mac- a Dual PowerMac 3GHz when  it comes)... UPDATE 2- another 512MBRAM (to 1GB pair); big hardware boost for graphics: Numbers: CINEBENCH 2003-rendering 1 cpu- 170; graphics C4D shading 204; OpenGL SW-L 529; OpenGL HW-l 928; Speedup 4.59 XBENCH Results 146.68 Hard not to smile with this computer- no crashes, virtualPC for Win apps, no viruses- soon m$ free ...",9/17/2004,32.0,29.0,A3NBP6SJO0BSRU,B0002OG6PM,5.0,0.0,743338.0,17.0,Using One Now- FANTASTIC!,0.0,1,421,Apple Computer,1000.0,"Apple iMac G5 Desktop with 17"" M9248LL/A (1.60 GHz PowerPC G5, 256 MB RAM, 80 GB Hard Drive, Combo Drive)",ComputerHardwareType->Desktop Computer,Binding->Personal Computers,CPUManufacturer->PowerPC,Brand->Apple,CPUSpeed->1.6,"Feature->17-inch widescreen TFT active-matrix LCD, 1440 x 900 pixels","Feature->Two FireWire 400 ports; three USB 2.0 ports, two USB 1.1 ports (on keyboard); VGA output; S-video and composite video output",Feature->Built-in 10/100BASE-T Ethernet and 56K V.92 modem,FloppyDiskDriveDescription->None,GraphicsCardInterface->AGP,GraphicsDescription->NVIDIA GeForce FX 5200 Ultra,GraphicsMemorySize->64,HardDiskSize->80,"IncludedSoftware->Mac OS X version 10. 3 includes Classic environment, Mail, iChat AV, Safari, Sherlock, Address Book, QuickTime, iSync, iCal, iLife (includes iTunes, iPhoto, iMovie, iDVD and GarageBand), AppleWorks, Quicken 2004 for Mac, World Book 2004 Edition, Nanosaur 2, Marble Blast Gold, Microsoft Office 2004 for Mac Test Drive and Apple Hardware Test",KeyboardDescription->Apple Keyboard,Label->Apple Computer,CPUType->PowerPC G5,DisplaySize->17,EAN->0718908519042,"Feature->1.6 GHz PowerPC G5 running Mac OS X version 10.3 ""Panther""","Feature->256 MB DDR SDRAM, 80 GB hard drive, CD-RW/DVD combo drive"
"After I reviewed the review from other users, I can see that some users have problems on using this media but no one has provide any solution to resolve that. Since I have no problem on using this media with my Sony DW-D26A DVD burner, I would like to share some of my experience with others. Both my Panasonic and Toshiba DVD player do not support DVD+R format. After reading an article about changing booktype bitsettings, I tried to use K-probe v.2.4.2 (freeware)along with Nero 6.6.0.8, I was even able to change the booktype setting and made this disc read on my DVD player as DVD-ROM, not DVD+R. Both my DVD players played the disc fine. I even tried these burnt disc on a few of my friends DVD players such as Apex, Sony and JVC and the playback was flawless. I do not have any problem on burning these discs at 8x speed with my Sony DW-D26A. My friend borrowed a few of this blank discs from me to backup some of his home movies on his older model Sony DW-D22A and he was able to burn it at 8x speed as well. A suggestion to other users with old model of DVD burner that you may have to check the official site of your DVD burner to get the up-to-date patch since the latest firmware can improve the writing strategy of the DVD burner and it enables your burner to accept more different brand of DVD disc. :-) If some of you would like to find out more about changing booktype bitsetting, you can check out this link to find out whether your DVD burner would support this technology or not. http://www.k-probe.com",4/19/2005,0.0,0.0,A2YQS8DFQ7NUUU,B0002KQRBE,4.0,0.0,744356.0,2.0,"Good media, if you know what you are doing",0.0,1,35404,Velocity,39.99,Velocity DVD+R 8X 4.7GB (50-Spindle),EAN->0780269141132,Binding->Electronics,"Feature->Record at 2.4X ~ 8X, backwards compatible with existing DVD-ROM and DVD-Video players",Brand->Velocity,Feature->Recording time: 120 min (extended play 240 min),Manufacturer->Velocity,Model->14113,MPN->14113,PackageDimensions,ProductGroup->CE,Publisher->Velocity,Studio->Velocity,Title->Velocity DVD+R 8X 4.7GB (50-Spindle),UPC->780269141132,,,Feature->Utilizes superb premium organic dye that ensures stable writing with excellent quality,Feature->Long archival and storage life,Feature->Very low recording error rate and low jitter,Label->Velocity,ListPrice
"After going through more than ten different manufactures of DVD+R media I have to say I have had the best results with these.  Close to 100% burn rate with excellent playback on most players, except Sony, (though I'm using a Sony burner).  One batch had some duds at the end of the cake and Amazon replaced the whole thing promptly.",10/31/2006,0.0,0.0,ABM6Z2HN4A0JO,B0002IQ1I0,5.0,1.0,745929.0,38.0,Great Product,0.0,1,0,VERBATIM CORPORATION,0.0,Verbatim 8x 4.7 GB DVD+R (100-Pack Spindle),Color->Silver,Binding->Electronics,EAN->0023942949688,Brand->VERBATIM CORPORATION,"Feature->8x DVD+R media for recording data, home videos, photos, music, and more",IsMemorabilia->0,ItemDimensions,Label->VERBATIM CORPORATION,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->VERBATIM CORPORATION,Model->94968,MPN->94968,PackageDimensions,ProductGroup->CE,Publisher->VERBATIM CORPORATION,Feature->4.7 GB of memory records up to 2 hours of video,"Feature->Write-once compatible with high-speed Sony, Dell, HP, and other DVD+ writers",Feature->Burns a single full DVD disc in fewer than 10 minutes,Feature->Read-compatible with majority of DVD-ROM drives and DVD players,IsAutographed->0
"A step up adapter is a good tool for getting the most out of your expensive filters. Graduated filters don't work so well using this technique, but imagine using one filter type for multiple thread sized lenses. Step-up rings can also be stacked to get even more use out of a single filter. Keep in mind though that the closer the filter is to the lens, the better the results will be. Another useful feature is that this step-up ring can be used to prevent vignetting. Sometimes a filter can produce vignetting, especially on wide angle lenses. Stacking filters may cause vignetting as well. If using the adapter ring with larger sized filters, the problem may be eliminated as the filter rings are expanded out beyond the lens. This Step-up ring is made of a sold and sturdy but light weight metal construction. I tend to pack a lot of equipment into my camera backpack and carry it all over the place. Not only does this tool reduce my equipment expense, but limits the number of items I carry around. The only problem I've seen with using a step-up adapter is that the lens hood at the same time is pretty much out of the question. This should be expected though as this is a common issue of any step-up ring adapter. PROS: Solid metal construction Allows one to use their expensive filters for their 77mm lens other lenses Light weight and easy to use CONS: Makes using the lens hood on your other lenses difficult if you are able to use it at all",1/6/2006,5.0,4.0,A2PSD2R9A1CXG7,B0002EE5JQ,5.0,1.0,748210.0,2.0,Inexpensive way to get the most use from your filters,0.0,1,8222,Adorama,7.95,Adorama Step-Up Adapter Ring 67mm Lens to 72mm Filter Size,ItemDimensions,Binding->Electronics,Label->Adorama,Brand->Adorama,Manufacturer->Adorama,,,,,,,,,,,,MPN->SUR6772,ProductGroup->Photography,Publisher->Adorama,Studio->Adorama,Title->Adorama Step-Up Adapter Ring 67mm Lens to 72mm Filter Size
"Although my scanner is a 5900, which will not work with my new Mac (G4, running Tiger 10.4.2), this one uses the same ""ScanWizard 5"" software package so the odds are pretty good that the S400 won't work on current Macs either. This failure is after numerous contacts with their tech support and repeated downloads of drivers, but for some reason it will not load the ""scanner finder"" - obviously a critical component. I have given up and will upgrade, probably to a Canon, but what a waste of what SHOULD be a still-functional item.",10/29/2005,6.0,3.0,ANM1PS2JWVW1A,B0002ED5CE,1.0,0.0,748213.0,1.0,probably incompatible with Mac OS10.4,0.0,1,20851,Microtek,0.0,Microtek ScanMaker S400 Flatbed Scanner,EAN->0793111807254,Binding->Electronics,"Feature->9,600 x 4,800 dpi resolution, true 48-bit color",Brand->Microtek,Feature->8 1-touch buttons to automate everyday tasks,ItemDimensions,Label->Microtek,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Microtek,Model->1108-03-750001,MPN->1108-03-750001,PackageDimensions,ProductGroup->CE,Publisher->Microtek,"SpecialFeatures->nv:Scanner Type^Flatbed|Scanner Element^3-line color CCD|Hardware Resolution^4800 x 9600 dpi|Maximum Document Size^8.5 x 11.7|Color Depth^48-bit|Interface Connectivity^USB 2.0|Power Source^AC Adapter|Dimensions^19.0"" x 11.6"" x 3.2""|Transparency Unit^Included|Compatible OS^Windows 2000|Compatible OS^Windows 98|Compatible OS^Windows XP|Compatible OS^MAC OS X|Compatible OS^Mac OS 9.0",Feature->Software bundle including Adobe Photoshop Elements 2.0,Feature->LightLid 35 Plus for 35mm slides and filmstrips,"Feature->USB 2.0 connectivity, PC and Mac compatible",IsAutographed->0,IsMemorabilia->0
"A step up adapter is a good tool for getting the most out of your expensive filters.  Graduated filters don't work so well using this technique, but imagine using one filter type for multiple thread sized lenses.  Step-up rings can also be stacked to get even more use out of a single filter.  Keep in mind though that the closer the filter is to the lens, the better the results will be. Another useful feature is that this step-up ring can be used to prevent vignetting.  Sometimes a filter can produce vignetting, especially on wide angle lenses.  Stacking filters may cause vignetting as well.  If using the adapter ring with larger sized filters, the problem may be eliminated as the filter rings are expanded out beyond the lens. This Step-up ring is made of a sold and sturdy but light weight metal construction.  I tend to pack a lot of equipment into my camera backpack and carry it all over the place.  Not only does this tool reduce my equipment expense, but limits the number of items I carry around. The only problem I've seen with using a step-up adapter is that the lens hood at the same time is pretty much out of the question.  This should be expected though as this is a common issue of any step-up ring adapter. PROS: Solid metal construction Allows one to use their expensive filters for their 77mm lens other lenses Light weight and easy to use CONS: Makes using the lens hood on your other lenses difficult if you are able to use it at all",9/28/2005,16.0,15.0,A2PSD2R9A1CXG7,B0002E3WKO,5.0,1.0,748343.0,11.0,Inexpensive way to make good use of your filters,1.0,1,4201,Adorama,6.95,Adorama Step-Up Adapter Ring 72mm Lens to 77mm Filter Size,ItemDimensions,Binding->Electronics,Label->Adorama,Brand->Adorama,Manufacturer->Adorama,,,,,,,,,,,,MPN->SUR7277,ProductGroup->Photography,Publisher->Adorama,Studio->Adorama,Title->Adorama Step-Up Adapter Ring 72mm Lens to 77mm Filter Size
